document,section,item,source_file,locator,value_raw,value_printed,source_sha256,source_commit
MS_report,3.1 Models,weight.sex_ratio_male.value,config/trial_design.yaml,weight.sex_ratio_male.value,0.5,0.5,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,stratification.split_kg.value,config/trial_design.yaml,stratification.split_kg.value,75,75,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,n_per_arm,config/trial_design.yaml,n_per_arm,117,117,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,day1_postdose_time.value,config/trial_design.yaml,day1_postdose_time.value,0.25,0.25,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,lloq_mg_L,config/trial_design.yaml,lloq_mg_L,0.078,0.078,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,n_per_arm,config/trial_design.yaml,n_per_arm,117,117,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,estimand.population.n_subjects,config/oc_design.yaml,estimand.population.n_subjects,200000,200000,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,pre-registration commit,results/oc/prereg.csv,TRUE :: prereg_commit,779e06840e35ada5e3dbdadf6b0554078b7cd2b9,779e06840e35ada5e3dbdadf6b0554078b7cd2b9,46f9df5b7464021107467510d826a837861468efe5f5639edd542d0863247f2a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,changed since pre-registration,results/oc/prereg.csv,TRUE :: changed_since,FALSE,FALSE,46f9df5b7464021107467510d826a837861468efe5f5639edd542d0863247f2a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,estimand.population.n_subjects,config/oc_design.yaml,estimand.population.n_subjects,200000,200000,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,trials.reps_boundary,config/oc_design.yaml,trials.reps_boundary,10000,10000,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,trials.reps_identity,config/oc_design.yaml,trials.reps_identity,10000,10000,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,trials.reps_other,config/oc_design.yaml,trials.reps_other,2000,2000,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,trials.n_per_arm,config/oc_design.yaml,trials.n_per_arm,117,117,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,random_space.n_products,config/oc_design.yaml,random_space.n_products,20000,20000,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,decision_rule.ci_width_mean_rel_decrease_min,config/trial_design.yaml,decision_rule.ci_width_mean_rel_decrease_min,0.02,0.02,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,decision_rule.ke110_pass_gain_pp_min,config/trial_design.yaml,decision_rule.ke110_pass_gain_pp_min,2,2,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,decision_rule.reliability_gain_pp_min,config/trial_design.yaml,decision_rule.reliability_gain_pp_min,5,5,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,decision_rule.extrap_gt20_ratio_max,config/trial_design.yaml,decision_rule.extrap_gt20_ratio_max,0.5,0.5,ff6424d371b8f6a6c9bfef3035cf242fa4c9c5c92819cfd699f0c467e8f605db,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,3.1 Models,trials.master_seed,config/oc_design.yaml,trials.master_seed,20260923,20260923,629011b264fbc4c3f03f8a3989bac1f2711d49959f3268f5e8f758c80f93ea0a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,NCA engine validation,results/nca_engine/engine_validation_summary.csv,whole table,,(table),6cc554b1b015013fc6b1156e970eed67ad56d2ab70843a853187390ed0ff41b4,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,simulated profiles,results/nca_engine/engine_validation_summary.csv,"comparison=='this engine vs NonCompart' & dataset=='simulated dupilumab (1,000 profiles: 500 per model)' :: n_profiles",1000,"1,000",6cc554b1b015013fc6b1156e970eed67ad56d2ab70843a853187390ed0ff41b4,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,lambda-z windows identical over all comparisons,results/nca_engine/engine_validation_summary.csv,sum(lz_points_identical) / sum(lz_points_identical + lz_points_mismatch),3054; 3054,"3,054 of 3,054",6cc554b1b015013fc6b1156e970eed67ad56d2ab70843a853187390ed0ff41b4,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,largest relative parameter difference,results/nca_engine/engine_validation_summary.csv,max(max_rel_diff),4.94026166636489e-13,4.9e-13,6cc554b1b015013fc6b1156e970eed67ad56d2ab70843a853187390ed0ff41b4,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,Model 1 cross-validation metrics within 3%,results/crossval/crossval_model1.csv,!is.na(agree_3pct) :: sum(agree_3pct),16; 19,16 of 19,ca18f70ae9847e32a34f2d2294d0059cd3e723ea5ccf567a17109c10ee5a1b98,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,reviewer reference comparison: non-rare metrics within 10%,results/crossval/reviewer_reference_round5.csv,note empty :: abs(rel_diff_pct) <= 10,46; 51,46 of 51,afb20254b55631d9c3996bc35b8208f28b261c6c153f6d2fd6bc3e8d9e12b51a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,automated tests in the clean-environment run,results/repro/repro_github_run.csv,"field=='tests' :: '<n> tests, <k> failed'",87; 0,"87 tests, 0 failures",87d06a118444f04f1d94b011a90f54e403b98259a0883eb81ca4c9c112ebb05c,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,GitHub reproducibility run: run_number,results/repro/repro_github_run.csv,field=='run_number',1,1,87d06a118444f04f1d94b011a90f54e403b98259a0883eb81ca4c9c112ebb05c,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,GitHub reproducibility run: commit,results/repro/repro_github_run.csv,field=='commit',52f525b00184bc6a7253c7039d01ad2163899d9b,52f525b00184bc6a7253c7039d01ad2163899d9b,87d06a118444f04f1d94b011a90f54e403b98259a0883eb81ca4c9c112ebb05c,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,GitHub reproducibility run: n_pass_github,results/repro/repro_github_run.csv,field=='n_pass_github',7,7,87d06a118444f04f1d94b011a90f54e403b98259a0883eb81ca4c9c112ebb05c,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.1 Verification,GitHub reproducibility run: n_items,results/repro/repro_github_run.csv,field=='n_items',7,7,87d06a118444f04f1d94b011a90f54e403b98259a0883eb81ca4c9c112ebb05c,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,Table 4-1 external validation,results/step1/step1b_quant_gate.csv,whole table,,(table),8f846e1fd1160532af6b26f020969bb945f0903e3ba7549c0bb5fd2a50117bb5,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,Table 4-1 external validation,results/step1_k2020/step1b_quant_gate.csv,whole table,,(table),fe98e2255a97c7dc46ced95bd39619686078d95324349342d596324314490544,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,"AUC0-last sim/obs range, 2016, study presentation",results/step1/step1b_quant_gate.csv,range over 5 rows [gate_role=='gate'] :: AUClast_ratio,0.938864110808444; 1.068312835545530,0.94 to 1.07,8f846e1fd1160532af6b26f020969bb945f0903e3ba7549c0bb5fd2a50117bb5,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,"AUC0-last sim/obs range, 2020, study presentation",results/step1_k2020/step1b_quant_gate.csv,range over 5 rows [gate_role=='gate'] :: AUClast_ratio,1.01545509615009; 1.13102136598837,1.02 to 1.13,fe98e2255a97c7dc46ced95bd39619686078d95324349342d596324314490544,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,"Cmax sim/obs range, 2016",results/step1/step1b_quant_gate.csv,range over 5 rows [gate_role=='gate'] :: Cmax_ratio,1.07915142574032; 1.26972180725227,1.08 to 1.27,8f846e1fd1160532af6b26f020969bb945f0903e3ba7549c0bb5fd2a50117bb5,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,"Cmax sim/obs range, 2020",results/step1_k2020/step1b_quant_gate.csv,range over 5 rows [gate_role=='gate'] :: Cmax_ratio,0.996547232170453; 1.165070469721020,1.00 to 1.17,fe98e2255a97c7dc46ced95bd39619686078d95324349342d596324314490544,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,"simulated log-scale CV range, 2016",results/step1/step1b_quant_gate.csv,range over 5 rows [gate_role=='gate'] :: AUClast_sim_logcv,36.0345718564427; 41.2594459135268,36 to 41,8f846e1fd1160532af6b26f020969bb945f0903e3ba7549c0bb5fd2a50117bb5,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,fully external re-judgement,results/step1/step1h_external_only_gate.csv,whole table,,(table),92088915393287a550844346e4d1714982847755835cb048bfd36d4bc80eba72,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,fully external re-judgement,results/step1_k2020/step1h_external_only_gate.csv,whole table,,(table),35d4f1f5822da9e61d90566beefe6ddc9ac0cd253d5b5fa22e9cc98ebe0afc8a,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.2 External validation,assumed-weight sensitivity,results/step1/step1i_arm_weight_sensitivity.csv,whole table,,(table),f075ee5189e44ac72f8a5f6d186dec455f1799830b9768bf727bf70f210fecc0,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.3 Literature,lit_mean_ratio,results/literature/literature_numeric.csv,"source==""""Clot 2021 Table 3"""" & dose_mg==300 :: lit_mean_ratio x 100",98.1412639405205,98.1,0d20c4fc00fc0f6b1caf7e5089f0728ba0b3674535a5cfff28f412c7269c4b14,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.3 Literature,nca_mean_ratio_k2016,results/literature/literature_numeric.csv,"source==""""Clot 2021 Table 3"""" & dose_mg==300 :: nca_mean_ratio_k2016 x 100",96.682245207072,96.7,0d20c4fc00fc0f6b1caf7e5089f0728ba0b3674535a5cfff28f412c7269c4b14,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.3 Literature,true_mean_ratio_k2016,results/literature/literature_numeric.csv,"source==""""Clot 2021 Table 3"""" & dose_mg==300 :: true_mean_ratio_k2016 x 100",99.1580247941781,99.2,0d20c4fc00fc0f6b1caf7e5089f0728ba0b3674535a5cfff28f412c7269c4b14,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.3 Literature,true_mean_ratio_k2016,results/literature/literature_numeric.csv,"source==""""Clot 2021 Table 3"""" & dose_mg==600 :: true_mean_ratio_k2016 x 100",96.8433758988823,96.8,0d20c4fc00fc0f6b1caf7e5089f0728ba0b3674535a5cfff28f412c7269c4b14,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,4.3 Literature,lit_mean_ratio,results/literature/literature_numeric.csv,"source==""""Clot 2021 Table 3"""" & dose_mg==600 :: lit_mean_ratio x 100",98.1395348837209,98.1,0d20c4fc00fc0f6b1caf7e5089f0728ba0b3674535a5cfff28f412c7269c4b14,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,points on the cliff,results/cliff/cliff_points.csv,whole table,,(table),0d0ea5c5b1e2ada1b9ff68be6415c912fec7ea8806f75a2d201b46932359fead,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,"max share with 2 or more samples on the cliff, fixed schedules, 1-day definition, nominal days",results/cliff/cliff_points.csv,model=='k2016' & weight=='base' & timing=='nominal' & definition_day==1 & schedule!='daily_29_57' :: max(pct_ge2),0,0.0,0d0ea5c5b1e2ada1b9ff68be6415c912fec7ea8806f75a2d201b46932359fead,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,3 or more samples on the cliff with daily sampling Day 29 to 57,results/cliff/cliff_points.csv,model=='k2016' & weight=='base' & timing=='nominal' & definition_day==1 & schedule=='daily_29_57' :: pct_ge3,0,0.0,0d0ea5c5b1e2ada1b9ff68be6415c912fec7ea8806f75a2d201b46932359fead,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,minimum interval after Day 22 with added samples,results/cliff/cliff_schedules.csv,schedule=='plus_39_46' :: min_interval_day_from_day22,3,3,a5b0c34e260d2e0c1af7e11259055e6ebbad7b191686eabec721ac60241d4ad4,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,Figure 5-1,results/cliff/fig2_1_lloq_day_en.png,figure,,(figure),98ea13f0c2ca55c0493cc6f036a41d958b5a26a10f4a389d2bf20ccb5f36d554,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.1 Terminal phase,Figure 5-2,results/cliff/fig2_4_representative_en.png,figure,,(figure),c6e924d9720860a8afe8884b9c87a050524b0c67d9c15ff7da0c881f90a28112,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,Table 5-1 coverage,results/rationale/pillar1_coverage_B0.csv,whole table,,(table),f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,Table 5-1 coverage,results/reliability/reliability_two_flag_sets_summary.csv,whole table,,(table),7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,Table 5-2 curve shape,results/curve_shape/curve_shape_B0.csv,whole table,,(table),4796d407dad3bba1496ae1268dae39063c5e3e2c8bec7b583e0625bc8c022c44,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,smallest 95th-percentile coverage (100 - max 95th percentile of true extrapolation) over both models and non-stress curve-shape variants,results/curve_shape/curve_shape_B0.csv,"stress_test==FALSE :: 100 - max(extrap_true_p95), with rationale/pillar1_coverage_B0.csv group=='all'",94.7062585115505,94.7,4796d407dad3bba1496ae1268dae39063c5e3e2c8bec7b583e0625bc8c022c44,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,"largest share below 80% coverage, non-stress curve-shape variants",results/curve_shape/curve_shape_B0.csv,stress_test==FALSE :: max(coverage_lt80_pct),0,0.00,4796d407dad3bba1496ae1268dae39063c5e3e2c8bec7b583e0625bc8c022c44,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,"NCA / true extrapolation, median, primary model",results/rationale/pillar1_coverage_B0.csv,model=='k2016' & group=='all' :: extrap_nca_median / extrap_true_median,4.20841758227186,4.2,f5bd530b5e2198d6fc9ae9dcf29e9fda50cb699af423210a732c31d1ccf6cbb6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_p95,results/curve_shape/curve_shape_B0.csv,variant=='vmax050_both' :: extrap_true_p95,6.41375809394017,6.41,4796d407dad3bba1496ae1268dae39063c5e3e2c8bec7b583e0625bc8c022c44,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_median,results/individual/individual_ada10_by_subgroup.csv,ada==1 & schedule=='B0' :: extrap_true_median,0.646535026740025,0.65,3dd5ce9b6a31bbb41910b9453f8392a1fd3af70dc157752f1ebffad77e9bbc76,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,extrap_true_median,results/individual/individual_ada10_by_subgroup.csv,ada==0 & schedule=='B0' :: extrap_true_median,0.675646374124039,0.68,3dd5ce9b6a31bbb41910b9453f8392a1fd3af70dc157752f1ebffad77e9bbc76,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.2 Coverage,coverage_lt80_pct,results/individual/individual_ada10_by_subgroup.csv,ada==1 & schedule=='B0' :: coverage_lt80_pct,0,0.00,3dd5ce9b6a31bbb41910b9453f8392a1fd3af70dc157752f1ebffad77e9bbc76,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,Table 5-3 reliability,results/reliability/dropout_reasons_by_schedule.csv,whole table,,(table),417d6943848f5ae0e7e73f264509e5aae93d8b4757da91705641f4b1b47060fc,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,Table 5-3 reliability,results/reliability/reliability_two_flag_sets_summary.csv,whole table,,(table),7db4ea795f34f68f0d1a06469b5b810b25cc110a1bca6b68ae147af1d29cc920,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,reliability by weight band,results/weight_generalization/weight_bands_B0_abcd.csv,whole table,,(table),174016980930c8de881dfd7b854cd8860925cab129cc7d35710e7efa9ba9fa91,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,heavier dropouts in obese trials,results/weight_generalization/obese_trials_dropout_a.csv,whole table,,(table),d9a833a70ea3594c09bdf5cf8561a993d650b066098c6cb3fc250c5059778b02,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,heavier dropouts in obese trials,results/weight_generalization/obese_trials_dropout_b.csv,whole table,,(table),fe90a94c0715edb641b61800e3f0a2d0dbfcf2c8ff68aef7f497526307a6c8ef,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,heavier dropouts in obese trials,results/weight_generalization/obese_trials_dropout_d.csv,whole table,,(table),8acc1b983886ba4683e4131501356f667e8000cc0e0b740fe4162012a88ff6e5,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,added-sampling cells where reliability (ii) falls,results/reliability/reliability_paired_vs_B0.csv,schedule in D1..D4 :: sum(gain_ii_pp < 0),26,26 of 32,25c664d815ff40194ca4fb53984e0c166bbf23a169e9c0533214cfb3d9385ecc,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,dropouts heavier than retained subjects (kg),results/weight_generalization/obese_trials_dropout_a.csv,"range of wt_dropout_mean - wt_retained_mean over models a, b, d",3.1792846080600; 6.4371883514938,3.2 to 6.4,d9a833a70ea3594c09bdf5cf8561a993d650b066098c6cb3fc250c5059778b02,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.3 Reliability,Figure 5-3,results/reliability/fig_reliability_mechanism_en.png,figure,,(figure),9d33144fe3d921527eec8469c4b298a0ea2626de5600170612ad554f288e5225,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,Table 5-4 boundary multipliers,results/oc/inversion_all.csv,whole table,,(table),7b0f06ec39b8c6d76e4b02d5301502fb01167a0cb730bc1e5fea08e64726541f,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,reachable boundary scenarios,results/oc/inversion_all.csv,boundary targets :: reachable==TRUE,16,16,7b0f06ec39b8c6d76e4b02d5301502fb01167a0cb730bc1e5fea08e64726541f,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,true Cmax ratio at the ka multiplier reaching 0.80,results/oc/inversion_all.csv,range over 2 rows [mechanism=='ka' & reachable==TRUE & abs(target-0.80)<1e-9] :: cmax_ratio,0.631952944916229; 0.632507704543837,0.632 to 0.633,7b0f06ec39b8c6d76e4b02d5301502fb01167a0cb730bc1e5fea08e64726541f,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,Table 5-5 boundary type I error,results/oc/g2_rules_flags.csv,whole table,,(table),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,Table 5-5 boundary type I error,results/oc/boundary_type1.csv,whole table,,(table),98f4c693f928877060487a0b868df137f06419780be5945a0efdf5da34322b12,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,Figure 5-4,results/oc/g2_rules_flags.csv,"region=='boundary' & config in P2, G2_Aii, G2_Ai, G2_B, G2_Cii",,(table),315f676f4f188231888ef499414b01c03e0a448a1f8886af5b24d1a50fbdfdd6,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,Table 5-6 P2 by scenario,results/oc/p2_interpretation.csv,whole table,,(table),bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,unbiased reference pass rate range,results/oc/p2_interpretation.csv,range over 16 rows [config=='P2'] :: ref_pct,4.12; 5.43,4.12 to 5.43,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"between-trial SD / within-trial SE range, unbiased reference",results/oc/p2_interpretation.csv,range over 16 rows [config=='AUCinf_true_only'] :: sd_se_ratio,0.960904513378892; 0.993484523982835,0.961 to 0.993,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,theoretical pass rate of an unbiased estimator at the inverted truth,results/oc/p2_interpretation.csv,range over 16 rows [config=='P2'] :: theory_at_truth_pct,4.85100116185209; 5.11622951651157,4.85 to 5.12,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,cells with AUC0-last bias away from 1,results/oc/p2_interpretation.csv,count of rows [config=='P2' & bias_dir=='away_from_1'],15,15,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"AUC0-last effect, nominal cell",results/oc/p2_interpretation.csv,model=='k2020' & scenario=='V2_up_080' & config=='P2' :: auclast_minus_ref_pp,0.61,0.610,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"reference minus 5, nominal cell",results/oc/p2_interpretation.csv,model=='k2020' & scenario=='V2_up_080' & config=='P2' :: ref_minus_5_pp,-0.414999999999999,-0.415,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"Cmax effect, nominal cell",results/oc/p2_interpretation.csv,model=='k2020' & scenario=='V2_up_080' & config=='P2' :: p2_minus_auclast_pp,-0.015,-0.015,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"AUC0-last bias, nominal cell",results/oc/p2_interpretation.csv,model=='k2020' & scenario=='V2_up_080' & config=='P2' :: bias_pct,0.412047245024261,0.41,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,"P2 minus 5, nominal cell",results/oc/p2_interpretation.csv,model=='k2020' & scenario=='V2_up_080' & config=='P2' :: gap_pp,0.180000000000001,0.180,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics,largest absolute AUC0-last bias against the true AUC0-inf ratio at the boundaries (%),results/oc/p2_interpretation.csv,config=='P2' :: max(abs(bias_pct_AUClast)),1.50200578479555,1.5,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics: AUC0-inf,Table 5-7 bias,results/oc/p2_interpretation.csv,whole table,,(table),bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics: AUC0-inf,G2 decomposition,results/oc/g2_decomposition.csv,whole table,,(table),b186d66c6b4bed945c9b62af04fa1fb552aba6a8698826487870ba58e6118806,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics: AUC0-inf,"scenarios where exclusion (rule A, (ii)) raises the pass rate",results/oc/g2_decomposition.csv,region=='boundary' & contrast=='sel_ii' :: sum(est < 0),13,13,b186d66c6b4bed945c9b62af04fa1fb552aba6a8698826487870ba58e6118806,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics: AUC0-inf,"rule C (ii) minus AUC0-last + Cmax, range (points)",results/oc/g2_decomposition.csv,region=='boundary' & contrast=='subst_ii' :: est,-0.58;  1.24,-0.58 to 1.24,b186d66c6b4bed945c9b62af04fa1fb552aba6a8698826487870ba58e6118806,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics: AUC0-inf,scenarios where AUC0-inf rule B is biased toward 1,results/oc/p2_interpretation.csv,config=='P2' :: sign(bias_pct_AUCinf_B) opposite to sign(log(target)),12,12,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
MS_report,5.4 Operating characteristics: AUC0-inf,scenarios where AUC0-inf rule A (ii) is biased toward 1,results/oc/p2_interpretation.csv,config=='P2' :: sign(bias_pct_AUCinf_A) opposite to sign(log(target)),14,14,bfb15a8048bc18c4cb772c585852ef473170164dabb05192927bc8222cb73933,ed9e8ba4f2961b345d77f0dd32788d740cbd2763
